id,lad,population,area_km2,pop_density_km2,lte_4G
EX40,E07000040,150.0,6.781423838057824,289.6933839606926,0
EX138,E07000040,366.00000000000006,17.139220033537462,279.67795633254536,0
EX149,E07000040,1373.0,97.3400301846397,184.73418419652953,0
EX43,E07000041,1458.0,0.42927634231719713,69574.40201604717,1
EX12,E07000041,4460.0,1.3378032721181297,68292.26518925982,1
EX46,E07000041,2927.0,1.0702098124095973,56025.108606698675,1
EX11,E07000041,1079.0,0.4844248065346885,45627.21734998113,1
EX24,E07000041,3230.0,1.586436954097392,41706.96791383138,1
EX41,E07000041,3887.0,2.2327858147586275,35661.23583525526,1
EX47,E07000041,2109.0,1.2134096160935974,35603.94001157041,1
EX25,E07000041,3712.0,2.4675481583241448,30815.643653622094,1
EX48,E07000041,3076.0,2.0501654854448526,30734.512329033056,1
EX44,E07000041,3334.0000000000005,2.7101946946108195,25199.621513991613,1
EX26,E07000041,2469.0,2.806149536975655,18023.502566772524,1
EX13,E07000041,6225.999999999999,7.8113654477901155,16327.175959841166,1
EX27,E07000041,3897.9999999999995,5.590589378955317,14282.793358029336,1
EX28,E07000041,3612.9999999999995,5.829602523863654,12695.737382895337,1
EX49,E07000041,1680.0,3.253650946035831,10577.115219622865,1
EX45,E07000041,1659.0,4.776302228547471,7115.140814536075,0
EX166,E07000042,4647.0,3.4954929893659132,35613.764389001706,1
EX172,E07000042,1161.0,2.4061322339133553,12926.066107476507,1
EX165,E07000042,2578.0,6.845696812354122,10088.321086768008,1
EX164,E07000042,2543.0,19.336561941377877,3523.065728159221,1
EX173,E07000042,2094.0,17.762050682004695,3158.182455272098,1
EX151,E07000042,4695.0,43.0760841903847,2919.7994582917936,1
EX171,E07000042,984.0,18.152024675954173,1452.1907607599453,1
EX54,E07000042,2445.0,50.50817176067807,1296.7936013122364,1
EX153,E07000042,2896.0,71.72527529712426,1081.6331219613737,1
EX176,E07000042,1990.0,82.02921611156344,649.8874632176324,1
EX167,E07000042,1954.0,91.02901462713733,575.0404058484756,1
EX66,E07000042,1491.0000000000002,77.28782890287658,516.7972332486551,1
EX175,E07000042,1437.0,77.0610173204614,499.5462167436515,1
EX169,E07000042,1669.0,105.02848484972485,425.6992455319506,1
EX187,E07000042,1583.0,117.14275871440479,362.0087864316321,0
EX174,E07000042,1427.0,115.01290301865616,332.3770674462943,0
EX168,E07000042,1735.0,143.91508799101695,322.95855683439186,0
EX328,E07000043,3199.9999999999995,1.9996849883384835,33859.88550873669,1
EX329,E07000043,2337.0,2.074533829569075,23836.10470181894,1
EX311,E07000043,1844.0,2.1473328119954673,18170.155738891586,1
EX312,E07000043,3162.9999999999995,8.074049586499843,8289.05216866785,1
EX349,E07000043,2800.0,17.636195148964582,3359.3111305146645,1
EX348,E07000043,3024.0,26.846843763778303,2383.338040029929,1
EX331,E07000043,2926.0,30.10960094351554,2056.2050217756832,1
EX394,E07000043,3464.9999999999995,41.233449623352094,1778.0774023570152,1
EX332,E07000043,2371.0,30.934344509644742,1621.7642753507625,1
EX313,E07000043,4240.0,59.29800979469779,1512.9439270535793,1
EX347,E07000043,1149.0,16.55027106354234,1468.9669029632282,1
EX340,E07000043,1415.0,27.75473870862243,1078.7390245247632,1
EX327,E07000043,2945.0,63.10243716549009,987.4980788745452,1
EX320,E07000043,2220.0,65.4010537599993,718.232944666473,1
EX364,E07000043,2550.0,103.45628789563163,521.5313051731076,1
EX314,E07000043,3047.0,181.230758359144,355.7440457190096,0
EX379,E07000043,1705.0,127.35495243487225,283.2732978930161,0
EX356,E07000043,1019.0,78.68990871327023,274.00105552487787,1
EX363,E07000043,1841.0000000000002,144.43227222382794,269.7035346166347,0
TQ69,E07000044,3396.0,2.785038395816296,23276.247466158733,1
