,place_name,cordinates,Longitude,Latitude
1371,NETGEAR55,"0.12506256,52.21565247",0.12506256,52.21565247
1372,NETGEAR55-5G-2,"0.12488426,52.2157135",0.12488426,52.2157135
1373,TNCAP152F3D,"0.12797762,52.21399307",0.12797762,52.21399307
1374,SKY8BF1E,"0.12542649,52.21554947",0.12542649,52.21554947
1375,NOWTVTUM7K,"0.12653036,52.21475983",0.12653036,52.21475983
1376,HP-Print-BC-Officejet Pro 8620,"0.13175817,52.21377182",0.13175817,52.21377182
1377,Guest,"0.12594061,52.21604919",0.12594061,52.21604919
1378,Guest,"0.12483528,52.21620178",0.12483528,52.21620178
1379,Resident,"0.12619847,52.2160759",0.12619847,52.2160759
1380,Guest,"0.12642115,52.21606064",0.12642115,52.21606064
1381,Guest,"0.1263153,52.21607208",0.1263153,52.21607208
1382,Guest,"0.12619847,52.2160759",0.12619847,52.2160759
1383,Guest,"0.12642115,52.21606064",0.12642115,52.21606064
1384,Guest,"0.1263153,52.21607208",0.1263153,52.21607208
1385,Guest,"0.12577944,52.21600342",0.12577944,52.21600342
1386,Guest,"0.12493713,52.21640778",0.12493713,52.21640778
1387,BTWifi-with-FON,"0.13005804,52.21315765",0.13005804,52.21315765
1388,BTWifi-X,"0.13005804,52.21315765",0.13005804,52.21315765
1389,BTWifi-with-FON,"0.1302266,52.21379089",0.1302266,52.21379089
1390,BTWifi-X,"0.1302266,52.21379089",0.1302266,52.21379089
1391,NETGEAR-5G,"0.12495818,52.21567154",0.12495818,52.21567154
1392,BTHub4-FPNP,"0.1256208,52.2154541",0.1256208,52.2154541
1393,BTHub4-FPNP,"0.12571704,52.21528244",0.12571704,52.21528244
1394,BTWifi-with-FON,"0.12557627,52.21549225",0.12557627,52.21549225
1395,BTWifi-X,"0.12571438,52.21523285",0.12571438,52.21523285
1396,BTHub6-9RHW,"0.12550814,52.21478271",0.12550814,52.21478271
1397,TP-LINK_E2F692,"0.13171753,52.21363449",0.13171753,52.21363449
1398,TNCAP152F3D,"0.12879345,52.21405411",0.12879345,52.21405411
1399,TNCAPF7CBB9,"0.1287773,52.21362305",0.1287773,52.21362305
1400,TNCAPF9719B,"0.12656625,52.21474838",0.12656625,52.21474838
1401,BTWifi-with-FON,"0.12543586,52.21479034",0.12543586,52.21479034
1402,BTWifi-X,"0.12543586,52.21479034",0.12543586,52.21479034
1403,VM6865480,"0.12798302,52.2142067",0.12798302,52.2142067
1404,Wacky Hair Co.,"0.12568732,52.21513748",0.12568732,52.21513748
1405,vodafoneF40E21,"0.12568732,52.21513748",0.12568732,52.21513748
1406,TNCAPF7CBB9,"0.12876728,52.21355057",0.12876728,52.21355057
1407,TNCAPF9719B,"0.12629665,52.21488953",0.12629665,52.21488953
1408,BTWifi-X,"0.12482887,52.21615219",0.12482887,52.21615219
1409,PLUSNET-TWH9,"0.13022596,52.21384811",0.13022596,52.21384811
1410,BTBHub6-JQN3,"0.1315888,52.21310806",0.1315888,52.21310806
1411,(no SSID),"0.12880999,52.21411896",0.12880999,52.21411896
1412,(no SSID),"0.12874854,52.21332169",0.12874854,52.21332169
1413,DIRECT-56-HP M477 LaserJet,"0.13015731,52.21351242",0.13015731,52.21351242
1414,(no SSID),"0.13139819,52.21471405",0.13139819,52.21471405
1415,BTWi-fi,"0.1315888,52.21310806",0.1315888,52.21310806
1416,BTHub6-X5WN,"0.12260104,52.21663284",0.12260104,52.21663284
1417,BTHub6-X5WN,"0.12320359,52.21690369",0.12320359,52.21690369
1418,TP-LINK_PS,"0.12685496,52.21472549",0.12685496,52.21472549
1419,BradyTalkTalk,"0.13177496,52.21412277",0.13177496,52.21412277
1420,BradyTalkTalk,"0.13177496,52.21412277",0.13177496,52.21412277
1421,VM2991429_EXT,"0.12874854,52.21332169",0.12874854,52.21332169
1422,BTHub6-P83S,"0.123071,52.21675491",0.123071,52.21675491
1423,BTHub6-S5FW,"0.12282452,52.21660233",0.12282452,52.21660233
1424,BTHub6-S5FW,"0.12278407,52.21689606",0.12278407,52.21689606
1425,BTWifi-with-FON,"0.12316419,52.21690369",0.12316419,52.21690369
1426,BTWifi-X,"0.12279421,52.21688843",0.12279421,52.21688843
1427,BTWifi-with-FON,"0.12260104,52.21663284",0.12260104,52.21663284
1428,BTWifi-with-FON,"0.12251082,52.21658325",0.12251082,52.21658325
1429,BTWifi-with-FON,"0.12280503,52.2167511",0.12280503,52.2167511
1430,BTWifi-with-FON,"0.12278407,52.21689606",0.12278407,52.21689606
1431,BTWifi-X,"0.12278407,52.21689606",0.12278407,52.21689606
1432,BTWifi-with-FON,"0.12261628,52.21646118",0.12261628,52.21646118
1433,(no SSID),"0.12704694,52.21478271",0.12704694,52.21478271
1434,(no SSID),"0.13022596,52.21384811",0.13022596,52.21384811
1435,DIRECT-40-HP ENVY Photo 7100,"0.12871705,52.21321106",0.12871705,52.21321106
1436,TP-LINK_58F4,"0.12571438,52.21523285",0.12571438,52.21523285
1437,TP-Link_0F26,"0.1280027,52.21372223",0.1280027,52.21372223
1438,De Freville 54,"0.13160473,52.21316147",0.13160473,52.21316147
1439,De Freville 54,"0.13161659,52.21321869",0.13161659,52.21321869
1440,De Freville 54,"0.13157168,52.21304321",0.13157168,52.21304321
1441,TP-LINK_8288,"0.13059779,52.21279907",0.13059779,52.21279907
1442,Thirstycambridge,"0.1261704,52.21490097",0.1261704,52.21490097
1443,Thirstycambridge,"0.12609798,52.21489716",0.12609798,52.21489716
1444,(no SSID),"0.12568732,52.21513748",0.12568732,52.21513748
1445,Phonetest,"0.12485245,52.21593475",0.12485245,52.21593475
1446,DIRECT-D4-HP ENVY 5000 series,"0.13022596,52.21384811",0.13022596,52.21384811
1447,DIRECT-C1-HP ENVY 5000 series,"0.12794811,52.21473694",0.12794811,52.21473694
1448,(no SSID),"0.12577944,52.21600342",0.12577944,52.21600342
1449,(no SSID),"0.12495481,52.21631622",0.12495481,52.21631622
1450,(no SSID),"0.1263153,52.21607208",0.1263153,52.21607208
1451,(no SSID),"0.12642115,52.21606064",0.12642115,52.21606064
1452,(no SSID),"0.12504065,52.21566772",0.12504065,52.21566772
1453,(no SSID),"0.12577944,52.21600342",0.12577944,52.21600342
1454,(no SSID),"0.1263153,52.21607208",0.1263153,52.21607208
1455,(no SSID),"0.1263153,52.21607208",0.1263153,52.21607208
1456,(no SSID),"0.12476431,52.21580505",0.12476431,52.21580505
1457,Craig-y-Don_5GEXT,"0.13012777,52.2134552",0.13012777,52.2134552
1458,BTWi-fi,"0.12609798,52.21489716",0.12609798,52.21489716
1459,BTWi-fi,"0.12626985,52.21489334",0.12626985,52.21489334
1460,J&T-Wi-Fi Network,"0.12854224,52.2131691",0.12854224,52.2131691
1461,J&T-Wi-Fi Network,"0.12862368,52.21317673",0.12862368,52.21317673
1462,TALKTALK3D9AF5,"0.1256208,52.2154541",0.1256208,52.2154541
1463,virginmedia5803957_EXT,"0.12874778,52.21343994",0.12874778,52.21343994
1464,virginmedia5803957_EXT_5Ghz,"0.12875666,52.21337891",0.12875666,52.21337891
1465,(no SSID),"0.1315888,52.21310806",0.1315888,52.21310806
1466,(no SSID),"0.1315888,52.21310806",0.1315888,52.21310806
1467,(no SSID),"0.13160473,52.21316147",0.13160473,52.21316147
1468,(no SSID),"0.12881663,52.21418381",0.12881663,52.21418381
1469,TALKTALKFA74E2,"0.13010362,52.21334839",0.13010362,52.21334839
1470,TALKTALKFA74E2,"0.13010362,52.21334839",0.13010362,52.21334839
1471,Pretoria 7 WLAN,"0.12879345,52.21405411",0.12879345,52.21405411
1472,Pretoria 7 WLAN,"0.12880999,52.21411896",0.12880999,52.21411896
1473,one,"0.12796187,52.21472549",0.12796187,52.21472549
1474,one,"0.12763654,52.21563339",0.12763654,52.21563339
1475,Post_Office_545D_5G,"0.12646112,52.21480179",0.12646112,52.21480179
1476,Post_Office_545D,"0.12628847,52.21489334",0.12628847,52.21489334
1477,BTHub6-X9GZ,"0.12356175,52.21696091",0.12356175,52.21696091
1478,BTBHub6-GH6W,"0.12417593,52.21678162",0.12417593,52.21678162
1479,BTBHub6-GH6W,"0.12417593,52.21678162",0.12417593,52.21678162
1480,BTWifi-with-FON,"0.12356175,52.21696091",0.12356175,52.21696091
1481,BTWi-fi,"0.12417593,52.21678162",0.12417593,52.21678162
1482,BTWi-fi,"0.1245757,52.21671677",0.1245757,52.21671677
1483,VM2E6888,"0.12634642,52.21486282",0.12634642,52.21486282
1484,BUK-Stores,"0.12680501,52.21469879",0.12680501,52.21469879
1485,BUK-Corporate,"0.12675039,52.21467972",0.12675039,52.21467972
1486,BUK-Partners,"0.12731445,52.21468353",0.12731445,52.21468353
1487,BUK-Partners,"0.12731445,52.21468353",0.12731445,52.21468353
1488,BUK-Corporate,"0.12731445,52.21468353",0.12731445,52.21468353
1489,BUK-Stores,"0.12731445,52.21468353",0.12731445,52.21468353
1490,eduroam,"0.12842526,52.21316147",0.12842526,52.21316147
1491,UniOfCam,"0.12842526,52.21316147",0.12842526,52.21316147
1492,eduroam,"0.12804972,52.21323776",0.12804972,52.21323776
1493,UniOfCam,"0.12804972,52.21323776",0.12804972,52.21323776
1494,VM5E6880,"0.12628847,52.21489334",0.12628847,52.21489334
1495,VM8117605,"0.12879419,52.21395493",0.12879419,52.21395493
1496,VM8117605,"0.12879518,52.21386719",0.12879518,52.21386719
1497,VM8192608,"0.13025475,52.21435547",0.13025475,52.21435547
1498,VM0983603,"0.12803215,52.21334457",0.12803215,52.21334457
1499,VM0983603,"0.1280027,52.21372223",0.1280027,52.21372223
1500,VM1632069,"0.12767401,52.21586227",0.12767401,52.21586227
1501,VM1357050,"0.12977099,52.2143631",0.12977099,52.2143631
1502,VM1357050,"0.12917352,52.21431732",0.12917352,52.21431732
1503,VM4480933,"0.12592177,52.21488953",0.12592177,52.21488953
1504,VM4480933,"0.12609798,52.21489716",0.12609798,52.21489716
1505,VM2259889,"0.12798548,52.21404648",0.12798548,52.21404648
1506,VM2259889,"0.12798548,52.21404648",0.12798548,52.21404648
1507,VM0755129,"0.12666512,52.21468735",0.12666512,52.21468735
1508,VM0755129,"0.12737361,52.21469498",0.12737361,52.21469498
1509,VM6475159,"0.12881663,52.21418381",0.12881663,52.21418381
1510,VM6475159,"0.12881663,52.21418381",0.12881663,52.21418381
1511,VM4350334,"0.1287955,52.21391678",0.1287955,52.21391678
1512,VM4350334,"0.1287955,52.21391678",0.1287955,52.21391678
1513,VM3191289,"0.13017446,52.21435165",0.13017446,52.21435165
1514,VM3191289,"0.12986559,52.21450424",0.12986559,52.21450424
1515,VM1243713,"0.12685496,52.21472549",0.12685496,52.21472549
1516,VM1243713,"0.12685496,52.21472549",0.12685496,52.21472549
1517,VM5045545,"0.13001546,52.21306992",0.13001546,52.21306992
1518,VM5045545,"0.13001636,52.21286011",0.13001636,52.21286011
1519,A1bert,"0.12763654,52.21563339",0.12763654,52.21563339
1520,VM0761879,"0.13010362,52.21334839",0.13010362,52.21334839
1521,VM0761879,"0.13010362,52.21334839",0.13010362,52.21334839
1522,VM0059978,"0.12862933,52.21435547",0.12862933,52.21435547
1523,VM0059978,"0.12737361,52.21469498",0.12737361,52.21469498
1524,VM0032694,"0.13161659,52.21321869",0.13161659,52.21321869
1525,VM0032694,"0.13160473,52.21316147",0.13160473,52.21316147
1526,VM7282208,"0.12876859,52.21358109",0.12876859,52.21358109
1527,VM7282208,"0.1287773,52.21362305",0.1287773,52.21362305
1528,VM2463378,"0.13111444,52.21468353",0.13111444,52.21468353
1529,VM2463378,"0.13139819,52.21471405",0.13139819,52.21471405
1530,VM3662817,"0.12545361,52.2149353",0.12545361,52.2149353
1531,VM3662817,"0.12565368,52.21508408",0.12565368,52.21508408
1532,VM1584890,"0.13176423,52.21382904",0.13176423,52.21382904
1533,VM7115376,"0.13086106,52.21466064",0.13086106,52.21466064
1534,VM7115376,"0.13166329,52.21456146",0.13166329,52.21456146
1535,VM8098833,"0.12875666,52.21337891",0.12875666,52.21337891
1536,VM8098833,"0.12874556,52.21327209",0.12874556,52.21327209
1537,VM3968279,"0.12758866,52.21593475",0.12758866,52.21593475
1538,VM3968279,"0.12767401,52.21586227",0.12767401,52.21586227
1539,VM3982873,"0.12834103,52.21316147",0.12834103,52.21316147
1540,VM4477771-2.4,"0.12529957,52.21554565",0.12529957,52.21554565
1541,VM4477771-5.0,"0.12536255,52.21553421",0.12536255,52.21553421
1542,VM2846937,"0.1317842,52.21422958",0.1317842,52.21422958
1543,VM2846937,"0.13177945,52.2142868",0.13177945,52.2142868
1544,VM4696617,"0.12554169,52.21499252",0.12554169,52.21499252
1545,VM4696617,"0.12554169,52.21499252",0.12554169,52.21499252
1546,VM0545561,"0.1295158,52.21442795",0.1295158,52.21442795
1547,VM0545561,"0.12978382,52.2144928",0.12978382,52.2144928
1548,VM4884174,"0.12759814,52.21533966",0.12759814,52.21533966
1549,VM4884174,"0.1276053,52.21544266",0.1276053,52.21544266
1550,VM0241646,"0.12767401,52.21586227",0.12767401,52.21586227
1551,VM0241646,"0.12767401,52.21586227",0.12767401,52.21586227
1552,VM5827215,"0.1276053,52.21544266",0.1276053,52.21544266
1553,VM9536372,"0.12801491,52.21445465",0.12801491,52.21445465
1554,VM9536372,"0.12680501,52.21469879",0.12680501,52.21469879
1555,VM5467961,"0.1286757,52.21438599",0.1286757,52.21438599
1556,VM5467961,"0.12874156,52.21440506",0.12874156,52.21440506
1557,VM0907609,"0.12565368,52.21508408",0.12565368,52.21508408
1558,VM0907609,"0.12542261,52.21489716",0.12542261,52.21489716
1559,VM8603940,"0.12879345,52.21405411",0.12879345,52.21405411
1560,VM8603940,"0.12879345,52.21405411",0.12879345,52.21405411
1561,VM4364235,"0.12549968,52.21552277",0.12549968,52.21552277
1562,VM4364235,"0.1256208,52.2154541",0.1256208,52.2154541
1563,VM4775318,"0.12804972,52.21323776",0.12804972,52.21323776
1564,VM4775318,"0.12803531,52.21326447",0.12803531,52.21326447
1565,Souls,"0.12799057,52.21363068",0.12799057,52.21363068
1566,VM7613591,"0.12759814,52.21533966",0.12759814,52.21533966
1567,VM7613591,"0.12764536,52.2151413",0.12764536,52.2151413
1568,SKY4C9EF,"0.12766062,52.21511841",0.12766062,52.21511841
1569,Virgin Media,"0.13039239,52.21279907",0.13039239,52.21279907
1570,VM181581-2G,"0.12653036,52.21475983",0.12653036,52.21475983
1571,Virgin Media,"0.12653036,52.21475983",0.12653036,52.21475983
1572,VM62KR-2G,"0.13017265,52.21281052",0.13017265,52.21281052
1573,Virgin Media,"0.13017265,52.21281052",0.13017265,52.21281052
1574,VM248316-2G,"0.12771378,52.21508026",0.12771378,52.21508026
1575,Virgin Media,"0.12759814,52.21533966",0.12759814,52.21533966
1576,VM181581-5G,"0.12640093,52.21483994",0.12640093,52.21483994
1577,VM778419-5G,"0.13005266,52.21281815",0.13005266,52.21281815
1578,VM248316-5G,"0.12759814,52.21533966",0.12759814,52.21533966
1579,VM789139-2G,"0.13176423,52.21382904",0.13176423,52.21382904
1580,VM632220-2G,"0.1281803,52.21317673",0.1281803,52.21317673
1581,Virgin Media,"0.12842526,52.21316147",0.12842526,52.21316147
1582,VM938465-2G,"0.12986559,52.21450424",0.12986559,52.21450424
1583,Virgin Media,"0.12986559,52.21450424",0.12986559,52.21450424
1584,VM789139-5G,"0.13175817,52.21377182",0.13175817,52.21377182
1585,VM938465-5G,"0.12969337,52.21447372",0.12969337,52.21447372
1586,VM632220-5G,"0.12804972,52.21323776",0.12804972,52.21323776
1587,VM143496-5G,"0.12550814,52.21478271",0.12550814,52.21478271
1588,VM377905-2G_EXT,"0.13021022,52.21372986",0.13021022,52.21372986
1589,BTWifi-X,"0.13171102,52.21358871",0.13171102,52.21358871
1590,(no SSID),"0.12594061,52.21604919",0.12594061,52.21604919
1591,virginmedia9506163_2GEXT,"0.13010737,52.21339798",0.13010737,52.21339798
1592,HP-Print-D0-Deskjet 3520 series,"0.12570158,52.21483612",0.12570158,52.21483612
1593,TALKTALK-82D2D9,"0.1280027,52.21372223",0.1280027,52.21372223
1594,TNCAP094E6D,"0.12539592,52.21481705",0.12539592,52.21481705
1595,DIRECT-aXMSRC-5440622msAX,"0.12308261,52.21674728",0.12308261,52.21674728
1596,TALKTALK694533,"0.12656625,52.21474838",0.12656625,52.21474838
1597,EXT-VM927513-2G,"0.13168831,52.21353531",0.13168831,52.21353531
1598,EXT-VM5140272,"0.12994426,52.21450424",0.12994426,52.21450424
1599,TALKTALKAA0B4B,"0.13046335,52.21279526",0.13046335,52.21279526
1600,TALKTALKAA0B4B,"0.13057302,52.21279907",0.13057302,52.21279907
1601,VMP3262560,"0.13106801,52.21274185",0.13106801,52.21274185
1602,VMP3262560,"0.1309246,52.21279526",0.1309246,52.21279526
1603,VMP7227951,"0.12566514,52.21572495",0.12566514,52.21572495
1604,VMP7227951,"0.12549968,52.21552277",0.12549968,52.21552277
1605,VMP3007193,"0.12876859,52.21358109",0.12876859,52.21358109
1606,VMP3007193,"0.12876859,52.21358109",0.12876859,52.21358109
1607,DIRECT-BF-HP ENVY 5540 series,"0.13024266,52.21391296",0.13024266,52.21391296
1608,DIRECT-D7-HP OfficeJet Pro 8720,"0.12653036,52.21475983",0.12653036,52.21475983
1609,BTBHub6-GH6W_2.4G,"0.12480585,52.2166214",0.12480585,52.2166214
1610,TP-Link_F276,"0.1287773,52.21362305",0.1287773,52.21362305
1611,TP-Link_0D5A,"0.12804972,52.21323776",0.12804972,52.21323776
1612,BTHub4-TPKS,"0.12567374,52.21541595",0.12567374,52.21541595
1613,BTHub4-TPKS,"0.12557627,52.21549225",0.12557627,52.21549225
1614,BTWifi-with-FON,"0.12567374,52.21541595",0.12567374,52.21541595
1615,BTHub4-2TNZ,"0.12778972,52.21499634",0.12778972,52.21499634
1616,BTHub4-2TNZ,"0.12685496,52.21472549",0.12685496,52.21472549
1617,BTWifi-with-FON,"0.12685496,52.21472549",0.12685496,52.21472549
1618,BTWifi-X,"0.12716287,52.21474457",0.12716287,52.21474457
1619,VM6384003_2GEXT,"0.13020992,52.21367264",0.13020992,52.21367264
1620,VM6384003_5GEXT,"0.13026343,52.2141304",0.13026343,52.2141304
1621,PLUSNET-P9G5,"0.12799625,52.21381378",0.12799625,52.21381378
1622,BTHub6-3CPX,"0.12801574,52.21339417",0.12801574,52.21339417
1623,BTHub6-3CPX,"0.1280193,52.21344376",0.1280193,52.21344376
1624,TALKTALK5879F4,"0.12731445,52.21468353",0.12731445,52.21468353
1625,TALKTALK5879F4,"0.12737361,52.21469498",0.12737361,52.21469498
1626,TALKTALK176CDF,"0.12568732,52.21513748",0.12568732,52.21513748
1627,TALKTALK176CDF,"0.12565368,52.21508408",0.12565368,52.21508408
1628,TALKTALKD073B9,"0.1287773,52.21362305",0.1287773,52.21362305
1629,HP-Print-55-ENVY 5530 series,"0.12737361,52.21469498",0.12737361,52.21469498
1630,sf-guest,"0.12487416,52.21589661",0.12487416,52.21589661
1631,sf-devices,"0.12480529,52.21580887",0.12480529,52.21580887
1632,sf-devices,"0.12481779,52.21583176",0.12481779,52.21583176
1633,sf-legacy,"0.12480529,52.21580887",0.12480529,52.21580887
1634,sf-devices,"0.12480529,52.21580887",0.12480529,52.21580887
1635,sf,"0.12480529,52.21580887",0.12480529,52.21580887
1636,sf-guest,"0.12485245,52.21593475",0.12485245,52.21593475
1637,Virgin Media,"0.12879419,52.21395493",0.12879419,52.21395493
1638,Virgin Media,"0.13002488,52.21451569",0.13002488,52.21451569
1639,Virgin Media,"0.1280027,52.21372223",0.1280027,52.21372223
1640,Virgin Media,"0.12758866,52.21593475",0.12758866,52.21593475
1641,Virgin Media,"0.12626985,52.21489334",0.12626985,52.21489334
1642,Virgin Media,"0.12798548,52.21404648",0.12798548,52.21404648
1643,Virgin Media,"0.12796187,52.21472549",0.12796187,52.21472549
1644,Virgin Media,"0.12881663,52.21418381",0.12881663,52.21418381
1645,Virgin Media,"0.12879345,52.21405411",0.12879345,52.21405411
1646,Virgin Media,"0.12966788,52.21446228",0.12966788,52.21446228
1647,Virgin Media,"0.12685496,52.21472549",0.12685496,52.21472549
1648,Virgin Media,"0.13010737,52.21339798",0.13010737,52.21339798
1649,Virgin Media,"0.13161659,52.21321869",0.13161659,52.21321869
1650,Virgin Media,"0.12876859,52.21358109",0.12876859,52.21358109
1651,Virgin Media,"0.13129756,52.21469116",0.13129756,52.21469116
1652,Virgin Media,"0.12545361,52.2149353",0.12545361,52.2149353
1653,Virgin Media,"0.13008539,52.21453094",0.13008539,52.21453094
1654,Virgin Media,"0.13102625,52.21277618",0.13102625,52.21277618
1655,Virgin Media,"0.12874556,52.21327209",0.12874556,52.21327209
1656,Virgin Media,"0.12809378,52.21320724",0.12809378,52.21320724
1657,Virgin Media,"0.13177496,52.21412277",0.13177496,52.21412277
1658,Virgin Media,"0.12554169,52.21499252",0.12554169,52.21499252
1659,Virgin Media,"0.12966788,52.21446228",0.12966788,52.21446228
1660,Virgin Media,"0.12771378,52.21508026",0.12771378,52.21508026
1661,Virgin Media,"0.12764768,52.21567917",0.12764768,52.21567917
1662,Virgin Media,"0.12803724,52.21467972",0.12803724,52.21467972
1663,Virgin Media,"0.12880777,52.21443176",0.12880777,52.21443176
1664,Virgin Media,"0.12565368,52.21508408",0.12565368,52.21508408
1665,Virgin Media,"0.12549968,52.21552277",0.12549968,52.21552277
1666,Virgin Media,"0.12803531,52.21326447",0.12803531,52.21326447
1667,Virgin Media,"0.12759814,52.21533966",0.12759814,52.21533966
1668,BTWifi-with-FON,"0.1280193,52.21344376",0.1280193,52.21344376
1669,BTWifi-X,"0.1280193,52.21344376",0.1280193,52.21344376
1670,BTWifi-with-FON,"0.12803262,52.21330643",0.12803262,52.21330643
1671,TP-Link_2088,"0.12874778,52.21343994",0.12874778,52.21343994
1672,TP-Link_2088_5G,"0.12878181,52.21368027",0.12878181,52.21368027
1673,BTHub6-S2WM,"0.12250307,52.21659851",0.12250307,52.21659851
1674,TP-Link-2G-Extender,"0.13086683,52.21278763",0.13086683,52.21278763
1675,TALKTALK97329D,"0.12884067,52.21429062",0.12884067,52.21429062
1676,TALKTALK9D2ADB,"0.12799057,52.21363068",0.12799057,52.21363068
1677,TALKTALK9D2ADB,"0.12800001,52.21378708",0.12800001,52.21378708
1678,BTHub6-P8TJ,"0.1224134,52.21653366",0.1224134,52.21653366
1679,BTHub6-P8TJ,"0.1225336,52.21659088",0.1225336,52.21659088
1680,BT-SPC2,"0.12880777,52.21443176",0.12880777,52.21443176
1681,BT-SPC2,"0.12898465,52.21430969",0.12898465,52.21430969
1682,BTBHub6-HMT7,"0.13169709,52.21450424",0.13169709,52.21450424
1683,BTBHub6-HMT7,"0.13175756,52.21434021",0.13175756,52.21434021
1684,HP-Setup>a6-M277 LaserJet,"0.13176638,52.21407318",0.13176638,52.21407318
1685,(no SSID),"0.12759814,52.21533966",0.12759814,52.21533966
1686,(no SSID),"0.13008539,52.21453094",0.13008539,52.21453094
1687,BTWifi-with-FON,"0.12311698,52.21666336",0.12311698,52.21666336
1688,BTWifi-X,"0.1225336,52.21659088",0.1225336,52.21659088
1689,BTWifi-with-FON,"0.12251082,52.21658325",0.12251082,52.21658325
1690,BTWifi-X,"0.12889676,52.21442413",0.12889676,52.21442413
1691,BTWifi-with-FON,"0.12898465,52.21430969",0.12898465,52.21430969
1692,BTWi-fi,"0.13175756,52.21434021",0.13175756,52.21434021
1693,BTWi-fi,"0.13169709,52.21450424",0.13169709,52.21450424
1694,FRITZ!Box 7530 PE,"0.12909812,52.21443939",0.12909812,52.21443939
1695,FRITZ!Box 7530 PE,"0.12916252,52.21444321",0.12916252,52.21444321
1696,DIRECT-32-HP ENVY 5540 series,"0.12764768,52.21567917",0.12764768,52.21567917
1697,DIRECT-BD-HP ENVY 4520 series,"0.12866282,52.21318054",0.12866282,52.21318054
1698,StCatharinesCollegeWireless,"0.12925264,52.21432495",0.12925264,52.21432495
1699,A1 Network,"0.13174856,52.2137146",0.13174856,52.2137146
1700,A1 Network,"0.13174856,52.2137146",0.13174856,52.2137146
1701,LGP Guest,"0.12557627,52.21549225",0.12557627,52.21549225
1702,(no SSID),"0.12853439,52.21434784",0.12853439,52.21434784
1703,TALKTALK4929A0,"0.1263153,52.21607208",0.1263153,52.21607208
1704,TALKTALK73FD80,"0.1295158,52.21442795",0.1295158,52.21442795
1705,XLN For Small Biz_8O3S,"0.12572026,52.21536636",0.12572026,52.21536636
1706,VM-guest-1926084,"0.13022619,52.21456146",0.13022619,52.21456146
1707,VM-guest-1926084,"0.13026392,52.21418381",0.13026392,52.21418381
1708,starcraft2,"0.12799057,52.21363068",0.12799057,52.21363068
1709,8build Company,"0.12656625,52.21474838",0.12656625,52.21474838
1710,8build Chesteron,"0.12646112,52.21480179",0.12646112,52.21480179
1711,8build,"0.12646112,52.21480179",0.12646112,52.21480179
1712,_XLN Free Wi-Fi,"0.12572026,52.21536636",0.12572026,52.21536636
1713,XLN.x,"0.12572026,52.21536636",0.12572026,52.21536636
1714,EE-7pqhdj,"0.12758866,52.21593475",0.12758866,52.21593475
1715,5GHz-EE-7pqhdj,"0.12690392,52.21598816",0.12690392,52.21598816
1716,EE-BrightBox-37mxy7,"0.12739936,52.21595383",0.12739936,52.21595383
1717,VM3692415,"0.12568732,52.21513748",0.12568732,52.21513748
1718,VM3692415,"0.12571438,52.21523285",0.12571438,52.21523285
1719,VM6499754,"0.12570138,52.21518707",0.12570138,52.21518707
1720,VM6499754,"0.12565368,52.21508408",0.12565368,52.21508408
1721,VM0371546,"0.12557755,52.21478653",0.12557755,52.21478653
1722,VM0945091,"0.13057302,52.21279907",0.13057302,52.21279907
1723,VM0945091,"0.1315888,52.21310806",0.1315888,52.21310806
1724,VM7039836,"0.13026343,52.2141304",0.13026343,52.2141304
1725,VM7039836,"0.13024266,52.21391296",0.13024266,52.21391296
1726,VM1846569,"0.12557755,52.21478653",0.12557755,52.21478653
1727,VM1846569,"0.12592177,52.21488953",0.12592177,52.21488953
1728,_The Old Spring Free WiFi,"0.12804034,52.21447754",0.12804034,52.21447754
1729,DIRECT-BB-HP DeskJet 2600 series,"0.12504065,52.21566772",0.12504065,52.21566772
1730,CupidMe5GHz,"0.13176423,52.21382904",0.13176423,52.21382904
1731,CupidMe2GHz,"0.13176423,52.21382904",0.13176423,52.21382904
1732,VM069873-5G,"0.12874778,52.21343994",0.12874778,52.21343994
1733,VM715463-5G,"0.12789378,52.21476746",0.12789378,52.21476746
1734,VM377905-5G,"0.13012777,52.2134552",0.13012777,52.2134552
1735,VM297511-5G,"0.1315456,52.21292114",0.1315456,52.21292114
1736,VM069873-2G,"0.12874778,52.21343994",0.12874778,52.21343994
1737,Virgin Media,"0.12874778,52.21343994",0.12874778,52.21343994
1738,Virgin Media,"0.12800941,52.21451187",0.12800941,52.21451187
1739,VM377905-2G,"0.13017257,52.21357346",0.13017257,52.21357346
1740,Virgin Media,"0.13012777,52.2134552",0.13012777,52.2134552
1741,VM460145-5G,"0.12866282,52.21318054",0.12866282,52.21318054
1742,VM437153-5G,"0.12564024,52.21480942",0.12564024,52.21480942
1743,VM381866-5G,"0.12767401,52.21586227",0.12767401,52.21586227
1744,VM460145-2G,"0.12874556,52.21327209",0.12874556,52.21327209
1745,Virgin Media,"0.13086683,52.21278763",0.13086683,52.21278763
1746,VM437153-2G,"0.12570158,52.21483612",0.12570158,52.21483612
1747,Virgin Media,"0.12570158,52.21483612",0.12570158,52.21483612
1748,VM035046-2G_EXT,"0.13025784,52.21402359",0.13025784,52.21402359
1749,VodafoneConnect68127767,"0.1315888,52.21310806",0.1315888,52.21310806
1750,DIRECT-SMLAPTOP-IG7TAH4JmsSG,"0.12977099,52.2143631",0.12977099,52.2143631
1751,QED,"0.12879345,52.21405411",0.12879345,52.21405411
