msoa,urban_rural,total_prems,total_prems_density_km2,number_of_aps,number_of_aps_density_km2,source,buffer_size,total_prems_density_km2_decile
E02000903,Suburban,3649.0,1859.670473056511,3414.0,1739.9054521827702,Predictive Model,200,8
E02000904,Suburban,232.76923076923077,1543.6075720153683,9.115384615384615,60.44861113146765,Wardriving,300,8
E02000904,Suburban,3749.0,2567.0192819672416,2839.0,1943.92311056415,Predictive Model,100,8
E02000904,Suburban,3749.0,2567.0192819672416,2946.0,2017.188264784074,Predictive Model,300,8
E02000904,Suburban,3749.0,2567.0192819672416,2946.0,2017.188264784074,Predictive Model,200,8
E02000904,Suburban,10.875,346.7186951764955,9.75,310.8512439513408,Wardriving,100,4
E02000904,Suburban,126.41176470588235,1557.1545996538068,9.117647058823529,112.31222100806889,Wardriving,200,8
E02000909,Suburban,3559.0,2551.914439393463,3375.0,2419.9806779862147,Predictive Model,200,8
E02000909,Suburban,3559.0,2551.914439393463,3375.0,2419.9806779862147,Predictive Model,100,8
E02000909,Suburban,2.0,9.809901189787286,4.0,19.619802379574573,Wardriving,300,1
E02000909,Suburban,0.0,0.0,4.0,31.88217886680826,Wardriving,200,1
E02000909,Suburban,3559.0,2551.914439393463,3834.0,2749.09805019234,Predictive Model,300,8
E02000915,Suburban,3364.0,2248.1603604243523,3325.0,2222.0966701578395,Predictive Model,200,8
E02000915,Suburban,3364.0,2248.1603604243523,3247.0,2169.9692896248134,Predictive Model,300,8
E02000915,Suburban,3364.0,2248.1603604243523,3325.0,2222.0966701578395,Predictive Model,100,8
E02000915,Suburban,33.833333333333336,1078.6803849935563,4.5,143.4698049006208,Wardriving,100,8
E02000915,Suburban,354.5,2421.9069446321555,7.111111111111111,48.582367797040575,Wardriving,300,10
E02000915,Suburban,159.58333333333334,2035.1457509978438,5.916666666666667,75.45448998477644,Wardriving,200,9
E02000918,Urban,3276.0,3922.8181180289025,3939.0,4716.721784772847,Predictive Model,100,10
E02000918,Urban,3276.0,3922.8181180289025,3395.0,4065.313647957303,Predictive Model,200,10
E02000918,Urban,3276.0,3922.8181180289025,3531.0,4228.165682161189,Predictive Model,300,10
E02000918,Urban,196.77777777777777,1344.3652088837412,2.0,13.663790942917753,Wardriving,300,8
E02000918,Urban,101.33333333333333,1292.2909834012612,1.8333333333333333,23.38026450232545,Wardriving,200,8
E02000918,Urban,22.333333333333332,712.0353280253098,1.3333333333333333,42.50957182240655,Wardriving,100,6
E02000919,Urban,3320.0,5952.4804539450715,3049.0,5466.600272312808,Predictive Model,300,10
E02000919,Urban,47.0,1498.462406739846,6.8,216.79881629427558,Wardriving,100,9
E02000919,Urban,162.7,2074.8922006518146,5.8,73.96665497099278,Wardriving,200,9
E02000919,Urban,321.4,2195.771204526868,5.733333333333333,39.16953403636396,Wardriving,300,9
E02000919,Urban,3320.0,5952.4804539450715,3207.0,5749.880968615013,Predictive Model,200,10
E02000919,Urban,3320.0,5952.4804539450715,3207.0,5749.880968615013,Predictive Model,100,10
E02000920,Suburban,3408.0,1944.85361539006,3678.0,2098.9353278769486,Predictive Model,200,8
E02000920,Suburban,118.88888888888889,1263.4789402771667,3.888888888888889,41.32875038289798,Wardriving,200,8
E02000920,Suburban,211.13333333333333,1246.5538329775436,4.4,25.97807166925099,Wardriving,300,8
E02000920,Suburban,3408.0,1944.85361539006,3678.0,2098.9353278769486,Predictive Model,100,8
E02000920,Suburban,42.666666666666664,1360.306298316932,4.333333333333333,138.15610842281342,Wardriving,100,9
E02000920,Suburban,3408.0,1944.85361539006,3678.0,2098.9353278769486,Predictive Model,300,8
E02000967,Suburban,1372.0,971.9072958835299,4121.0,2919.2638238600775,Predictive Model,100,6
E02000967,Suburban,1372.0,971.9072958835299,4121.0,2919.2638238600775,Predictive Model,300,6
E02000967,Suburban,1372.0,971.9072958835299,3900.0,2762.7102434007047,Predictive Model,200,6
E02000967,Suburban,234.85526315789474,1151.953462740198,308.3157894736842,1512.273714994023,Wardriving,300,7
E02000967,Suburban,183.75,1464.5875916939685,283.4605263157895,2259.334800419847,Wardriving,200,8
E02000968,Urban,1598.0,2629.906396748477,5666.0,9324.812042538719,Predictive Model,200,9
E02000968,Urban,1598.0,2629.906396748477,6287.0,10346.821975192539,Predictive Model,100,9
E02000968,Urban,104.8,1385.3973138805668,124.47058823529412,1645.4314751747193,Wardriving,200,8
E02000968,Urban,32.22222222222222,1027.3146523748317,131.64444444444445,4197.111724598967,Wardriving,100,7
E02000968,Urban,1598.0,2629.906396748477,5821.0,9579.903088531219,Predictive Model,300,9
E02000968,Urban,181.728,1281.8328763511643,131.944,930.6774797349775,Wardriving,300,8
E02000970,Urban,379.9183673469388,3028.1563356351276,262.7448979591837,2094.2199582689327,Wardriving,200,10
E02000970,Urban,571.0293367346939,2800.870684918501,378.3724489795918,1855.8981687137752,Wardriving,300,10
E02000970,Urban,3182.0,2932.3102876107405,8531.0,7861.577329857708,Predictive Model,300,9
E02000970,Urban,3182.0,2932.3102876107405,5876.0,5414.9136549342265,Predictive Model,200,9
E02000970,Urban,3182.0,2932.3102876107405,8531.0,7861.577329857708,Predictive Model,100,9
E02000971,Urban,1724.0,3178.9155760536705,4573.0,8432.239518151644,Predictive Model,200,9
E02000971,Urban,1724.0,3178.9155760536705,5587.0,10301.97292541291,Predictive Model,300,9
E02000971,Urban,390.96336996337,3116.1910228854954,306.6959706959707,2444.5339488645195,Wardriving,200,10
E02000971,Urban,1724.0,3178.9155760536705,4826.0,8898.750910693163,Predictive Model,100,9
E02000971,Urban,577.9761904761905,2834.9446593105013,420.27472527472526,2061.426763754989,Wardriving,300,10
E02000972,Suburban,4119.0,3182.979965970578,10906.0,8427.671645757495,Predictive Model,200,9
E02000972,Suburban,39.92045454545455,1272.7510722623356,226.63636363636363,7225.661083176777,Wardriving,100,8
E02000972,Suburban,4119.0,3182.979965970578,6454.0,4987.3640933173365,Predictive Model,300,9
E02000972,Suburban,4119.0,3182.979965970578,6454.0,4987.3640933173365,Predictive Model,100,9
E02000972,Suburban,126.54601226993866,1694.9322254784247,204.93865030674846,2744.907693416724,Wardriving,200,8
E02000972,Suburban,246.26470588235293,1757.8987634642288,234.11344537815125,1671.160041655378,Wardriving,300,9
E02000973,Urban,18.77777777777778,598.6764698322229,102.0,3251.9822444140864,Wardriving,100,5
E02000973,Urban,101.85185185185185,695.8412054263648,84.66666666666667,578.4338165835163,Wardriving,300,6
E02000973,Urban,2284.0,4217.4569156530915,5208.0,9616.68809838936,Predictive Model,100,10
E02000973,Urban,2284.0,4217.4569156530915,5293.0,9773.642493236346,Predictive Model,300,10
E02000973,Urban,2284.0,4217.4569156530915,5549.0,10246.352200069618,Predictive Model,200,10
E02000973,Urban,65.66666666666667,837.4385649014554,89.0,1135.0055676583174,Wardriving,200,6
E02000974,Urban,2057.0,2984.598988825463,5789.0,8399.535024944387,Predictive Model,200,9
E02000974,Urban,2057.0,2984.598988825463,5789.0,8399.535024944387,Predictive Model,300,9
E02000974,Urban,24.875,317.22767972473076,29.0,369.8332748549625,Wardriving,200,5
E02000974,Urban,43.833333333333336,299.4647514989472,26.0,177.62928225793067,Wardriving,300,5
E02000974,Urban,2057.0,2984.598988825463,4953.0,7186.5429225340395,Predictive Model,100,9
E02000974,Urban,5.25,167.38143905073312,38.0,1211.5227969386397,Wardriving,100,3
E02000975,Urban,104.02777777777777,710.7069039059259,62.361111111111114,426.0445925951412,Wardriving,300,6
E02000975,Urban,1721.0,3552.575126587518,5425.0,11198.55901321167,Predictive Model,300,10
E02000975,Urban,1721.0,3552.575126587518,5425.0,11198.55901321167,Predictive Model,100,10
E02000975,Urban,1721.0,3552.575126587518,5425.0,11198.55901321167,Predictive Model,200,10
E02000975,Urban,50.541666666666664,644.5513827572872,61.208333333333336,780.5820125889983,Wardriving,200,6
E02000975,Urban,10.666666666666666,340.0765745792606,71.41666666666667,2276.9189407377053,Wardriving,100,4
E02000976,Urban,1860.0,4019.228280092972,5106.0,11033.42989148103,Predictive Model,300,10
E02000976,Urban,1860.0,4019.228280092972,5274.0,11396.45696194104,Predictive Model,200,10
E02000976,Urban,430.64921465968587,2966.5573987674265,195.98429319371726,1350.0515854312382,Wardriving,300,10
E02000976,Urban,236.875,3049.4248051784634,185.1796875,2383.9220368451556,Wardriving,200,10
E02000976,Urban,1860.0,4019.228280092972,5781.0,12492.020799579286,Predictive Model,100,10
E02000976,Urban,59.46153846153846,1895.7634049261285,223.41538461538462,7122.969253903554,Wardriving,100,10
E02001543,Suburban,5964.0,935.3804327290651,3289.0,515.8394103363339,Predictive Model,200,6
E02001543,Suburban,5964.0,935.3804327290651,3524.0,552.6962852007421,Predictive Model,300,6
E02001543,Suburban,114.16666666666667,909.970521823454,5.666666666666667,45.16642006131013,Wardriving,200,7
E02001543,Suburban,157.91666666666666,774.573448110235,7.166666666666667,35.15214593006871,Wardriving,300,6
E02001543,Suburban,5964.0,935.3804327290651,3289.0,515.8394103363339,Predictive Model,100,6
E02001554,Suburban,0.0,0.0,1.0,7.9705447167021815,Wardriving,200,1
E02001554,Suburban,4793.0,1297.260577066443,2833.0,766.7722125660823,Predictive Model,200,6
E02001554,Suburban,4793.0,1297.260577066443,2416.0,653.9081064453424,Predictive Model,100,6
E02001554,Suburban,0.0,0.0,1.0,4.904950594893365,Wardriving,300,1
E02001554,Suburban,4793.0,1297.260577066443,2833.0,766.7722125660823,Predictive Model,300,6
E02001558,Rural,6004.0,82.18029529616781,4004.0,54.805113651874734,Predictive Model,200,2
E02001558,Rural,6004.0,82.18029529616781,3353.0,45.89449202665734,Predictive Model,300,2
E02001558,Rural,10.75,52.728218895102,1.8333333333333333,8.992409423970884,Wardriving,300,2
E02001558,Rural,6.833333333333333,54.46538889745994,1.8333333333333333,14.612665313952666,Wardriving,200,3
E02001558,Rural,6004.0,82.18029529616781,4004.0,54.805113651874734,Predictive Model,100,2
E02001559,Suburban,6001.0,686.7558517301729,2940.0,336.45429163251265,Predictive Model,200,5
E02001559,Suburban,67.0,534.026496019013,3.2857142857142856,26.18893264059126,Wardriving,200,6
E02001559,Suburban,6001.0,686.7558517301729,2752.0,314.9395274056717,Predictive Model,100,5
E02001559,Suburban,113.07142857142857,554.6097708368532,3.4285714285714284,16.816973468205276,Wardriving,300,6
E02001559,Suburban,6001.0,686.7558517301729,2752.0,314.9395274056717,Predictive Model,300,5
E02001567,Suburban,6320.0,2918.1304188093513,3611.0,1667.305212392495,Predictive Model,200,9
E02001567,Suburban,6320.0,2918.1304188093513,3249.0,1500.159134606263,Predictive Model,100,9
E02001567,Suburban,6320.0,2918.1304188093513,3249.0,1500.159134606263,Predictive Model,300,9
E02001567,Suburban,284.0,1393.005968949671,4.75,23.298515325742734,Wardriving,300,8
E02001567,Suburban,187.5,1494.477134381594,4.5,35.867451225158256,Wardriving,200,8
E02001571,Rural,5470.0,172.4099090671159,2675.0,84.31380379424772,Predictive Model,300,3
E02001571,Rural,5470.0,172.4099090671159,3978.0,125.3832940162682,Predictive Model,100,3
E02001571,Rural,493.5,2420.593118579834,3.9,19.129307320083793,Wardriving,300,10
E02001571,Rural,5470.0,172.4099090671159,3978.0,125.3832940162682,Predictive Model,200,3
E02001571,Rural,337.8,2692.4500053018896,3.6,28.69396098012671,Wardriving,200,10
E02001577,Rural,6105.0,132.15302370017375,6198.0,134.16616558454987,Predictive Model,300,3
E02001577,Rural,6105.0,132.15302370017375,6198.0,134.16616558454987,Predictive Model,100,3
E02001577,Rural,6105.0,132.15302370017375,4216.0,91.26243209171705,Predictive Model,200,3
E02001577,Rural,50.13636363636363,245.91638664396683,1.7272727272727273,8.472187391179276,Wardriving,300,5
E02001577,Rural,25.818181818181817,205.7849726857494,1.7272727272727273,13.767304510666337,Wardriving,200,4
E02002335,Rural,160.04347826086956,1275.6337000947467,15.434782608695652,123.0236249751793,Wardriving,200,8
E02002335,Rural,197.58695652173913,969.1542599344591,17.91304347826087,87.86259326504504,Wardriving,300,7
E02002335,Rural,5927.0,113.80430665164835,3054.0,58.639843515123005,Predictive Model,100,2
E02002335,Rural,5927.0,113.80430665164835,3377.0,64.84176540621165,Predictive Model,300,2
E02002335,Rural,5927.0,113.80430665164835,3377.0,64.84176540621165,Predictive Model,200,2
E02002341,Rural,5479.0,408.73843320564424,2809.0,209.55398044801143,Predictive Model,100,5
E02002341,Rural,141.66666666666666,1129.1605015327448,28.822916666666668,229.73434615743417,Wardriving,200,7
E02002341,Rural,5479.0,408.73843320564424,3304.0,246.4814351727411,Predictive Model,300,5
E02002341,Rural,5479.0,408.73843320564424,2809.0,209.55398044801143,Predictive Model,200,5
E02002341,Rural,211.61979166666666,1037.9846230266055,34.203125,167.7646383159587,Wardriving,300,7
E02002345,Suburban,4198.0,793.4061538189998,2364.0,446.78707661460584,Predictive Model,100,5
E02002345,Suburban,4198.0,793.4061538189998,2364.0,446.78707661460584,Predictive Model,300,5
E02002345,Suburban,4198.0,793.4061538189998,2065.0,390.2772052492221,Predictive Model,200,5
E02002345,Suburban,363.0,1780.4970659462633,10.0,49.049505948932875,Wardriving,300,9
E02002345,Suburban,241.0,1920.9012767250497,10.0,79.70544716701451,Wardriving,200,9
E02002373,Urban,3149.0,3615.790991321743,2715.0,3117.457142406647,Predictive Model,200,10
E02002373,Urban,3149.0,3615.790991321743,2715.0,3117.457142406647,Predictive Model,100,10
E02002373,Urban,263.5,2100.2385328508626,37.0,294.91015451795795,Wardriving,200,9
E02002373,Urban,3149.0,3615.790991321743,2715.0,3117.457142406647,Predictive Model,300,10
E02002373,Urban,405.2,1987.485981050751,37.6,184.42614236798676,Wardriving,300,9
E02002384,Suburban,3597.0,1839.544189805778,4599.0,2351.9776838801145,Predictive Model,300,7
E02002384,Suburban,277.625,1361.7369089072572,39.19642857142857,192.25654563912198,Wardriving,300,8
E02002384,Suburban,184.0,1466.5802278731157,34.5,274.98379272620923,Wardriving,200,8
E02002384,Suburban,3597.0,1839.544189805778,5730.0,2930.3831547364766,Predictive Model,200,7
E02002384,Suburban,3597.0,1839.544189805778,4599.0,2351.9776838801145,Predictive Model,100,7
E02002392,Suburban,2514.0,1885.9571394357768,4139.0,3105.0026253479236,Predictive Model,300,8
E02002392,Suburban,81.71428571428571,651.3073682790465,23.285714285714285,185.59982697462343,Wardriving,200,6
E02002392,Suburban,2514.0,1885.9571394357768,2637.0,1978.2295054463577,Predictive Model,200,8
E02002392,Suburban,2514.0,1885.9571394357768,4139.0,3105.0026253479236,Predictive Model,100,8
E02002392,Suburban,109.28571428571429,536.0410292990465,23.285714285714285,114.2152781382282,Wardriving,300,6
E02002400,Suburban,4456.0,1726.5087283345422,6002.0,2325.5173670251174,Predictive Model,300,7
E02002400,Suburban,4456.0,1726.5087283345422,3898.0,1510.3076802172454,Predictive Model,200,7
E02002400,Suburban,4456.0,1726.5087283345422,3898.0,1510.3076802172454,Predictive Model,100,7
E02002400,Suburban,39.6,315.6335707813904,8.0,63.764357733614226,Wardriving,200,5
E02002400,Suburban,73.5,360.5138687246547,8.0,39.23960475914609,Wardriving,300,5
E02002411,Suburban,3809.0,1773.9607608678498,3930.0,1830.3139380967839,Predictive Model,300,7
E02002411,Suburban,3809.0,1773.9607608678498,3510.0,1634.707868376517,Predictive Model,100,7
E02002411,Suburban,3809.0,1773.9607608678498,5192.0,2418.0636047324433,Predictive Model,200,7
E02002411,Suburban,155.5,1239.4197034471492,9.333333333333334,74.39175068921796,Wardriving,200,7
E02002411,Suburban,249.52083333333334,1223.8873598966213,10.854166666666666,53.23915124873839,Wardriving,300,7
E02002414,Suburban,143.41666666666666,703.4516644842744,3.0833333333333335,15.123597667587537,Wardriving,300,6
E02002414,Suburban,3088.0,2359.2752059004274,2655.0,2028.457147560115,Predictive Model,200,8
E02002414,Suburban,3088.0,2359.2752059004274,2655.0,2028.457147560115,Predictive Model,300,8
E02002414,Suburban,3088.0,2359.2752059004274,2471.0,1887.878573115271,Predictive Model,100,8
E02002414,Suburban,68.16666666666667,543.3254648551621,2.5,19.926361791754108,Wardriving,200,6
E02002421,Suburban,3289.0,2371.8251037516143,2157.0,1555.4961230745614,Predictive Model,200,8
E02002421,Suburban,3289.0,2371.8251037516143,2376.0,1713.4254930111997,Predictive Model,300,8
E02002421,Suburban,450.5,2209.6802429994614,3.0,14.7148517846801,Wardriving,300,9
E02002421,Suburban,259.5,2068.3563539842007,2.0,15.941089433404242,Wardriving,200,9
E02002421,Suburban,3289.0,2371.8251037516143,2376.0,1713.4254930111997,Predictive Model,100,8
E02002428,Suburban,5147.0,1349.3463232326326,3324.0,871.4255252429126,Predictive Model,200,7
E02002428,Suburban,5147.0,1349.3463232326326,3324.0,871.4255252429126,Predictive Model,300,7
E02002428,Suburban,55.75,273.4509956653082,1.5,7.357425892340131,Wardriving,300,5
E02002428,Suburban,2.5,19.92636179175524,1.0,7.970544716702097,Wardriving,200,1
E02002428,Suburban,5147.0,1349.3463232326326,2866.0,751.3554618971683,Predictive Model,100,7
E02002429,Rural,6119.0,367.0670266804223,3942.0,236.4729889155458,Predictive Model,200,4
E02002429,Rural,6119.0,367.0670266804223,3149.0,188.90244599062754,Predictive Model,300,4
E02002429,Rural,6119.0,367.0670266804223,3942.0,236.4729889155458,Predictive Model,100,4
E02002429,Rural,11.285714285714286,89.95329037420362,1.2857142857142858,10.247843207187751,Wardriving,200,3
E02002429,Rural,20.357142857142858,99.85077996746887,1.5714285714285714,7.707779506260755,Wardriving,300,3
E02002434,Suburban,5799.0,980.7455872294876,3133.0,529.8630668718718,Predictive Model,200,6
E02002434,Suburban,5799.0,980.7455872294876,3000.0,507.36967782177317,Predictive Model,300,6
E02002434,Suburban,5799.0,980.7455872294876,3531.0,597.1741107962271,Predictive Model,100,6
E02002434,Suburban,109.16666666666667,870.1177982399406,2.0,15.941089433403492,Wardriving,200,7
E02002434,Suburban,186.25,913.5470482988786,2.0,9.809901189786617,Wardriving,300,7
E02002442,Suburban,5.0,39.85272358350853,1.0,7.970544716701705,Wardriving,200,2
E02002442,Suburban,4774.0,1234.6969630291644,3315.0,857.3566050359615,Predictive Model,300,6
E02002442,Suburban,4774.0,1234.6969630291644,4389.0,1135.124627301006,Predictive Model,200,6
E02002442,Suburban,4774.0,1234.6969630291644,3315.0,857.3566050359615,Predictive Model,100,6
E02002442,Suburban,8.2,40.22059487812503,1.0,4.904950594893296,Wardriving,300,2
E02002446,Suburban,4298.0,603.8790948145925,3286.0,461.6907179061775,Predictive Model,300,5
E02002446,Suburban,4298.0,603.8790948145925,3286.0,461.6907179061775,Predictive Model,100,5
E02002446,Suburban,50.166666666666664,246.06502151047593,1.6666666666666667,8.174917658155348,Wardriving,300,5
E02002446,Suburban,20.0,159.41089433402814,1.6666666666666667,13.284241194502346,Wardriving,200,4
E02002446,Suburban,4298.0,603.8790948145925,3286.0,461.6907179061775,Predictive Model,200,5
E02002448,Suburban,6060.0,797.4833264527505,5858.0,770.9005489043254,Predictive Model,100,6
E02002448,Suburban,6060.0,797.4833264527505,5858.0,770.9005489043254,Predictive Model,200,6
E02002448,Suburban,0.3333333333333333,2.656848238900526,1.6666666666666667,13.284241194502632,Wardriving,200,1
E02002448,Suburban,6060.0,797.4833264527505,5858.0,770.9005489043254,Predictive Model,300,6
E02002448,Suburban,1.1666666666666667,5.722442360708705,1.6666666666666667,8.174917658155293,Wardriving,300,1
E02002449,Suburban,5888.0,1312.6277131912846,2967.0,661.4413086002958,Predictive Model,300,7
E02002449,Suburban,5888.0,1312.6277131912846,3402.0,758.4170312970025,Predictive Model,100,7
E02002449,Suburban,0.0,0.0,1.0,7.970544716700875,Wardriving,200,1
E02002449,Suburban,3.5,17.167327082125492,1.0,4.9049505948929975,Wardriving,300,1
E02002449,Suburban,5888.0,1312.6277131912846,3402.0,758.4170312970025,Predictive Model,200,7
E02002450,Suburban,4721.0,965.0481404034529,7151.0,1461.779125614296,Predictive Model,300,6
E02002450,Suburban,4721.0,965.0481404034529,4695.0,959.73332327774,Predictive Model,200,6
E02002450,Suburban,27.166666666666668,133.25115782793475,1.3333333333333333,6.539934126524404,Wardriving,300,4
E02002450,Suburban,8.0,63.764357733614,1.0,7.97054471670175,Wardriving,200,3
E02002450,Suburban,4721.0,965.0481404034529,3877.0,792.5209998610859,Predictive Model,100,6
E02002461,Rural,6621.0,418.05715872814574,6928.0,437.44147344337614,Predictive Model,200,5
E02002461,Rural,6621.0,418.05715872814574,6928.0,437.44147344337614,Predictive Model,100,5
E02002461,Rural,19.25,94.42029895169314,2.0,9.8099011897863,Wardriving,300,3
E02002461,Rural,6621.0,418.05715872814574,6928.0,437.44147344337614,Predictive Model,300,5
E02002461,Rural,10.5,83.69071952536333,2.0,15.94108943340254,Wardriving,200,3
E02002471,Rural,49.666666666666664,243.61254621303337,3.4166666666666665,16.75858119921874,Wardriving,300,5
E02002471,Rural,8276.0,195.52029698523143,4474.0,105.69814025035348,Predictive Model,200,4
E02002471,Rural,32.0,255.05743093445508,3.25,25.904270329280592,Wardriving,200,5
E02002471,Rural,8276.0,195.52029698523143,4142.0,97.85464839449354,Predictive Model,300,4
E02002471,Rural,8276.0,195.52029698523143,4474.0,105.69814025035348,Predictive Model,100,4
E02002478,Rural,4533.0,340.2199590795754,2610.0,195.89104195845835,Predictive Model,200,4
E02002478,Rural,4533.0,340.2199590795754,2265.0,169.99739848119088,Predictive Model,100,4
E02002478,Rural,4533.0,340.2199590795754,2265.0,169.99739848119088,Predictive Model,300,4
E02002478,Rural,7.5,36.78712946169874,3.0,14.714851784679498,Wardriving,300,2
E02002478,Rural,6.166666666666667,49.15169241965866,3.0,23.911634150104213,Wardriving,200,2
E02002703,Rural,7502.0,194.66104784158136,5246.0,136.1226148996182,Predictive Model,300,4
E02002703,Rural,12.0,95.64653660041839,1.0,7.970544716701532,Wardriving,200,3
E02002703,Rural,7502.0,194.66104784158136,5246.0,136.1226148996182,Predictive Model,200,4
E02002703,Rural,7502.0,194.66104784158136,5246.0,136.1226148996182,Predictive Model,100,4
E02002703,Rural,12.5,61.311882436166144,1.0,4.904950594893291,Wardriving,300,2
E02002711,Suburban,1.5,7.35742589233998,1.0,4.90495059489332,Wardriving,300,1
E02002711,Suburban,6259.0,788.1492144360038,2840.0,357.6200301962375,Predictive Model,300,5
E02002711,Suburban,0.0,0.0,1.0,7.970544716702146,Wardriving,200,1
E02002711,Suburban,6259.0,788.1492144360038,3627.0,456.7210737752653,Predictive Model,100,5
E02002711,Suburban,6259.0,788.1492144360038,2840.0,357.6200301962375,Predictive Model,200,5
E02002759,Rural,8349.0,104.79795962000416,4544.0,57.037001858102634,Predictive Model,200,2
E02002759,Rural,8349.0,104.79795962000416,4544.0,57.037001858102634,Predictive Model,300,2
E02002759,Rural,4.0,19.619802379572118,2.0,9.809901189786059,Wardriving,300,1
E02002759,Rural,3.0,23.91163415010325,2.0,15.941089433402166,Wardriving,200,2
E02002759,Rural,8349.0,104.79795962000416,4544.0,57.037001858102634,Predictive Model,100,2
E02002770,Rural,6380.0,79.84401382406514,5568.0,69.68204842827504,Predictive Model,100,2
E02002770,Rural,6380.0,79.84401382406514,5568.0,69.68204842827504,Predictive Model,200,2
E02002770,Rural,6380.0,79.84401382406514,3352.0,41.94939409690696,Predictive Model,300,2
E02002770,Rural,142.9047619047619,1139.0287949915091,19.38095238095238,154.4767476046465,Wardriving,200,7
E02002770,Rural,202.42857142857142,992.9021418519743,22.428571428571427,110.01103477117853,Wardriving,300,7
E02002863,Rural,19.5,155.42562197568316,3.375,26.90058841886824,Wardriving,200,4
E02002863,Rural,7819.0,50.7380357931067,3763.0,24.418369189085627,Predictive Model,200,1
E02002863,Rural,7819.0,50.7380357931067,7043.0,45.70251772488176,Predictive Model,100,1
E02002863,Rural,7819.0,50.7380357931067,3763.0,24.418369189085627,Predictive Model,300,1
E02002863,Rural,29.125,142.85668607626553,3.375,16.554208257764675,Wardriving,300,4
E02002866,Rural,7107.0,83.16862583113648,3519.0,41.18058172221321,Predictive Model,100,2
E02002866,Rural,7107.0,83.16862583113648,3519.0,41.18058172221321,Predictive Model,300,2
E02002866,Rural,13.833333333333334,67.85181656269147,1.0,4.904950594893359,Wardriving,300,2
E02002866,Rural,7107.0,83.16862583113648,3519.0,41.18058172221321,Predictive Model,200,2
E02002866,Rural,6.666666666666667,53.1369647780131,1.0,7.970544716701965,Wardriving,200,2
E02003014,Rural,5811.0,534.4541792311102,5554.0,510.81715908614456,Predictive Model,200,5
E02003014,Rural,10.588235294117647,51.93477100475248,3.3529411764705883,16.44601081817162,Wardriving,300,2
E02003014,Rural,5811.0,534.4541792311102,4655.0,428.1335749992803,Predictive Model,100,5
E02003014,Rural,5.0588235294117645,40.321579155078666,2.8823529411764706,22.973923006963428,Wardriving,200,2
E02003014,Rural,5811.0,534.4541792311102,8257.0,759.4197483929232,Predictive Model,300,5
E02003019,Suburban,6851.0,926.5068036647133,6027.0,815.0717421817584,Predictive Model,200,6
E02003019,Suburban,6851.0,926.5068036647133,7348.0,993.7194560397479,Predictive Model,100,6
E02003019,Suburban,6851.0,926.5068036647133,6027.0,815.0717421817584,Predictive Model,300,6
E02003019,Suburban,235.16666666666666,1153.4808815657484,1.8333333333333333,8.992409423971107,Wardriving,300,7
E02003019,Suburban,132.0,1052.1119026045812,1.3333333333333333,10.627392955601831,Wardriving,200,7
E02003068,Rural,5317.0,293.9560839174723,4164.0,230.21123442398996,Predictive Model,100,4
E02003068,Rural,5317.0,293.9560839174723,4164.0,230.21123442398996,Predictive Model,300,4
E02003068,Rural,14.291666666666666,113.91236824285882,15.041666666666666,119.89027678038494,Wardriving,200,4
E02003068,Rural,5317.0,293.9560839174723,4164.0,230.21123442398996,Predictive Model,200,4
E02003068,Rural,36.604166666666664,179.54162906724196,17.520833333333332,85.93882188136055,Wardriving,300,4
E02003069,Suburban,3572.0,527.6184875332949,2838.0,419.19968298417996,Predictive Model,100,5
E02003069,Suburban,16.2,79.46019963727264,1.8,8.828911070808072,Wardriving,300,3
E02003069,Suburban,3572.0,527.6184875332949,2257.0,333.3804385113792,Predictive Model,200,5
E02003069,Suburban,5.6,44.63505041352877,1.4,11.158762603382192,Wardriving,200,2
E02003069,Suburban,3572.0,527.6184875332949,2257.0,333.3804385113792,Predictive Model,300,5
E02003070,Rural,40.266666666666666,197.50601062103766,3.9833333333333334,19.538053202991723,Wardriving,300,4
E02003070,Rural,11118.0,183.51140383438488,5480.0,90.45174428965903,Predictive Model,100,3
E02003070,Rural,11118.0,183.51140383438488,6152.0,101.54363702006978,Predictive Model,300,3
E02003070,Rural,20.833333333333332,166.05301493128056,3.6666666666666665,29.225330627905382,Wardriving,200,4
E02003070,Rural,11118.0,183.51140383438488,5480.0,90.45174428965903,Predictive Model,200,3
E02003076,Rural,8166.0,228.8592519191177,4945.0,138.58792563556662,Predictive Model,100,4
E02003076,Rural,5.153846153846154,41.07896123223145,2.3076923076923075,18.393564730849903,Wardriving,200,2
E02003076,Rural,10.461538461538462,51.31332930042183,2.4615384615384617,12.073724541275725,Wardriving,300,2
E02003076,Rural,8166.0,228.8592519191177,4945.0,138.58792563556662,Predictive Model,200,4
E02003076,Rural,8166.0,228.8592519191177,6710.0,188.0535856450257,Predictive Model,300,4
E02003078,Rural,6726.0,175.06427200454874,3661.0,95.28847752135786,Predictive Model,300,3
E02003078,Rural,4.5,22.072277677019756,1.5,7.3574258923399185,Wardriving,300,1
E02003078,Rural,3.75,29.88954268763117,1.5,11.955817075052469,Wardriving,200,2
E02003078,Rural,6726.0,175.06427200454874,4984.0,129.72351050708755,Predictive Model,200,3
E02003078,Rural,6726.0,175.06427200454874,3218.0,83.75807720943173,Predictive Model,100,3
E02003087,Rural,8945.0,274.9526282849564,5327.0,163.74205152308136,Predictive Model,200,4
