msoa,urban_rural,total_prems,total_prems_density_km2,number_of_aps,number_of_aps_density_km2,source,buffer_size,total_prems_density_km2_decile
E02003719,Suburban,327.8557692307692,2556.6478194297783,160.1125,1248.571208458188,Wardriving,300,10
E02003719,Suburban,6113.0,3883.0362519596124,4149.0,2635.484608110655,Predictive Model,300,10
E02003719,Suburban,39.17324561403509,1248.9284234599368,180.8267543859649,5765.150927237082,Wardriving,100,8
E02003720,Suburban,5805.0,3888.041567380798,3587.0,2402.481499086119,Predictive Model,100,10
E02003720,Suburban,342.7721445221445,2884.6334353052757,164.07400932400932,1380.7813170479205,Wardriving,300,10
E02003720,Suburban,174.13427010148322,2750.1276531721064,159.78766588602653,2523.5496627567272,Wardriving,200,10
E02003720,Suburban,5805.0,3888.041567380798,4023.0,2694.5032257662274,Predictive Model,200,10
E02003720,Suburban,5805.0,3888.041567380798,4023.0,2694.5032257662274,Predictive Model,300,10
E02003720,Suburban,48.456264775413715,1544.8913007869908,188.55791962174942,6011.637320133208,Wardriving,100,9
E02003721,Suburban,6172.0,2358.8656851046453,4172.0,1594.4892479352852,Predictive Model,100,8
E02003721,Suburban,6172.0,2358.8656851046453,4863.0,1858.581306977299,Predictive Model,200,8
E02003721,Suburban,6172.0,2358.8656851046453,4172.0,1594.4892479352852,Predictive Model,300,8
E02003721,Suburban,42.97691921726041,1370.1978256288999,231.24084295032614,7372.461916252924,Wardriving,100,9
E02003721,Suburban,258.861018993066,2582.8264767009764,188.84142297256557,1884.1949593209913,Wardriving,300,10
E02003721,Suburban,128.11789077212805,2336.74182031475,195.03050847457627,3557.160851175499,Wardriving,200,10
E02003722,Suburban,5392.0,3536.580717321559,4244.0,2783.6143479808416,Predictive Model,300,10
E02003722,Suburban,414.3246887966805,3302.3934592875235,170.71161825726142,1360.6645869800395,Wardriving,200,10
E02003722,Suburban,635.6151452282157,3117.6608847105517,255.6286307053942,1253.845804250273,Wardriving,300,10
E02003722,Suburban,5392.0,3536.580717321559,3577.0,2346.133016665285,Predictive Model,100,10
E02003722,Suburban,5392.0,3536.580717321559,3577.0,2346.133016665285,Predictive Model,200,10
E02003723,Suburban,21.282331511839708,678.5270999631033,243.05100182149363,7748.995513828885,Wardriving,100,6
E02003723,Suburban,4208.0,1232.4802402904907,2409.0,705.5715063830304,Predictive Model,100,6
E02003723,Suburban,72.39677419354838,1035.5017949460764,171.2741935483871,2449.7601836947792,Wardriving,200,7
E02003723,Suburban,4208.0,1232.4802402904907,3498.0,1024.5284887205646,Predictive Model,300,6
E02003723,Suburban,4208.0,1232.4802402904907,3498.0,1024.5284887205646,Predictive Model,200,6
E02003723,Suburban,133.86117467582,1016.915182423447,151.3897787948131,1150.0763002640938,Wardriving,300,7
E02003724,Suburban,6549.0,1657.1965711416383,4261.0,1078.2279110756635,Predictive Model,100,7
E02003724,Suburban,281.5189003436426,2156.1792986736,116.50400916380298,892.3149829898949,Wardriving,300,9
E02003724,Suburban,6549.0,1657.1965711416383,4261.0,1078.2279110756635,Predictive Model,200,7
E02003724,Suburban,6549.0,1657.1965711416383,4608.0,1166.034783909096,Predictive Model,300,7
E02003724,Suburban,25.08355795148248,799.7184812250229,128.76010781671158,4105.152788321442,Wardriving,100,6
E02003724,Suburban,137.69614147909968,1985.9003442948228,110.60610932475885,1595.1987341815934,Wardriving,200,9
E02003725,Suburban,7769.0,1266.3641630598408,5958.0,971.1671622487492,Predictive Model,100,6
E02003725,Suburban,40.419393455706306,1288.6583318425546,429.76536312849163,13701.856178019532,Wardriving,100,8
E02003725,Suburban,7769.0,1266.3641630598408,4974.0,810.7729884231753,Predictive Model,200,6
E02003725,Suburban,199.051200724966,1878.9955016450429,306.3855913004078,2892.206355578723,Wardriving,300,9
E02003725,Suburban,7769.0,1266.3641630598408,4974.0,810.7729884231753,Predictive Model,300,6
E02003725,Suburban,105.99017341040462,1849.4185269073832,341.1820809248555,5953.27322532053,Wardriving,200,9
E02003726,Suburban,4353.0,4120.604829752758,3344.0,3165.4726741771697,Predictive Model,200,10
E02003726,Suburban,204.25898692810458,2982.0273793591227,253.93790849673204,3707.3022204941444,Wardriving,200,10
E02003726,Suburban,46.39676113360324,1479.2298373019541,342.10391363022944,10907.018165392905,Wardriving,100,9
E02003726,Suburban,4353.0,4120.604829752758,3344.0,3165.4726741771697,Predictive Model,100,10
E02003726,Suburban,395.4991212653779,3066.125491456218,241.6432337434095,1873.3505056802273,Wardriving,300,10
E02003726,Suburban,4353.0,4120.604829752758,3344.0,3165.4726741771697,Predictive Model,300,10
E02003727,Suburban,5740.0,3870.0484371467337,3654.0,2463.6162002324327,Predictive Model,300,10
E02003727,Suburban,5740.0,3870.0484371467337,4306.0,2903.210552326452,Predictive Model,100,10
E02003727,Suburban,52.003412969283275,1657.9821139709977,194.64505119453923,6205.708337722647,Wardriving,100,10
E02003727,Suburban,494.4853846153846,3920.959044026939,154.83846153846153,1227.7719120144839,Wardriving,300,10
E02003727,Suburban,250.2863202545069,3736.262093417904,153.19724284199364,2286.92103773247,Wardriving,200,10
E02003727,Suburban,5740.0,3870.0484371467337,3816.0,2572.8405637895357,Predictive Model,200,10
E02003728,Suburban,5993.0,3112.2956905024234,4696.0,2438.735284932318,Predictive Model,300,9
E02003728,Suburban,5993.0,3112.2956905024234,3995.0,2074.690686393656,Predictive Model,200,9
E02003728,Suburban,181.1404109589041,2580.4806224973263,123.18150684931507,1754.8126880798277,Wardriving,200,10
E02003728,Suburban,5993.0,3112.2956905024234,4696.0,2438.735284932318,Predictive Model,100,9
E02003728,Suburban,42.15743440233236,1344.0708641807441,151.38192419825072,4826.3855844896925,Wardriving,100,9
E02003728,Suburban,359.3127272727273,2718.9096455766394,124.64484848484848,943.1841821724875,Wardriving,300,10
E02003729,Suburban,6091.0,1656.4827386139439,3555.0,966.8028461291366,Predictive Model,100,7
E02003729,Suburban,6091.0,1656.4827386139439,3555.0,966.8028461291366,Predictive Model,300,7
E02003729,Suburban,29.8768115942029,952.537851216197,66.84782608695652,2131.2543481613916,Wardriving,100,7
E02003729,Suburban,178.79032258064515,2445.7712992287243,57.266129032258064,783.3749208761014,Wardriving,200,10
E02003729,Suburban,6091.0,1656.4827386139439,4273.0,1162.0671059099298,Predictive Model,200,7
E02003729,Suburban,365.377094972067,2659.6609736433647,61.48324022346369,447.55015244726195,Wardriving,300,10
E02003730,Suburban,9317.0,1271.9650068693452,4421.0,603.5587952526967,Predictive Model,200,6
E02003730,Suburban,251.97577338799852,2116.247315177654,122.06298919120388,1025.1599575832383,Wardriving,300,9
E02003730,Suburban,27.890068233510235,889.1961440281593,171.82941622441243,5478.296182645339,Wardriving,100,7
E02003730,Suburban,9317.0,1271.9650068693452,3959.0,540.4861502839688,Predictive Model,300,6
E02003730,Suburban,9317.0,1271.9650068693452,3959.0,540.4861502839688,Predictive Model,100,6
E02003730,Suburban,126.13193403298351,1988.3229859632554,131.05847076461768,2065.984097717389,Wardriving,200,9
E02003731,Suburban,6223.0,1378.3654874270987,4180.0,925.8505122039647,Predictive Model,100,7
E02003731,Suburban,6223.0,1378.3654874270987,5396.0,1195.1888430269364,Predictive Model,200,7
E02003731,Suburban,257.31160458452723,2029.8301708985077,96.98424068767908,765.0705772380519,Wardriving,300,9
E02003731,Suburban,127.86336633663366,1899.1366896758004,93.44455445544554,1387.9188926523702,Wardriving,200,9
E02003731,Suburban,6223.0,1378.3654874270987,4180.0,925.8505122039647,Predictive Model,300,7
E02003731,Suburban,30.891025641025642,984.8732048662281,114.3125,3644.531571711606,Wardriving,100,7
E02003733,Rural,8315.0,80.18013055009868,6309.0,60.83661378720055,Predictive Model,300,2
E02003733,Rural,63.0,502.1443171522239,8.972972972972974,71.51948232283927,Wardriving,200,6
E02003733,Rural,8315.0,80.18013055009868,4624.0,44.588445419561786,Predictive Model,200,2
E02003733,Rural,96.45945945945945,473.1288830587821,10.405405405405405,51.037999433351395,Wardriving,300,5
E02003733,Rural,8315.0,80.18013055009868,4064.0,39.18846068016849,Predictive Model,100,2
E02003734,Suburban,8322.0,794.834101834233,4671.0,446.12714367552303,Predictive Model,200,6
E02003734,Suburban,8322.0,794.834101834233,5627.0,537.434690101085,Predictive Model,100,6
E02003734,Suburban,8322.0,794.834101834233,4910.0,468.9540302819135,Predictive Model,300,6
E02003734,Suburban,181.0,1442.6685937230077,59.857142857142854,477.09403375685895,Wardriving,200,8
E02003734,Suburban,298.0238095238095,1461.7920618162132,62.976190476190474,308.8951029403119,Wardriving,300,8
E02003735,Rural,7193.0,147.5080079591308,7077.0,145.12917730109393,Predictive Model,200,3
E02003735,Rural,7193.0,147.5080079591308,4471.0,91.68751613864504,Predictive Model,300,3
E02003735,Rural,291.32367149758454,2322.0083507052827,95.65217391304348,762.3999294236635,Wardriving,200,10
E02003735,Rural,7193.0,147.5080079591308,7077.0,145.12917730109393,Predictive Model,100,3
E02003735,Rural,429.39130434782606,2106.1431337029708,127.06038647342996,623.2249182202498,Wardriving,300,9
E02003736,Rural,9193.0,102.33839892217911,4507.0,50.17286674015678,Predictive Model,200,2
E02003736,Rural,9193.0,102.33839892217911,5031.0,56.00614434651181,Predictive Model,300,2
E02003736,Rural,125.76752767527675,1002.4357032448505,22.022140221402214,175.5284533921682,Wardriving,200,7
E02003736,Rural,9193.0,102.33839892217911,4507.0,50.17286674015678,Predictive Model,100,2
E02003736,Rural,176.23247232472326,864.4115699687094,27.2619926199262,133.7187269190901,Wardriving,300,7
E02003737,Rural,10396.0,151.44293425646111,5305.0,77.28018143810371,Predictive Model,200,3
E02003737,Rural,286.8529411764706,2286.3741947645462,31.211764705882352,248.77476627541643,Wardriving,200,9
